  0.00000000  0.00000000    0.0000000000E+00    0.0000000000E+00
  0.00000000  0.19047619    0.0000000000E+00    0.0000000000E+00
  0.00000000  0.38095238    0.0000000000E+00    0.0000000000E+00
  0.00000000  0.57142857    0.0000000000E+00    0.0000000000E+00
  0.00000000  0.76190476    0.0000000000E+00    0.0000000000E+00
  0.00000000  0.95238095    0.0000000000E+00    0.0000000000E+00
  0.00000000  1.14285714    0.0000000000E+00    0.0000000000E+00
  0.00000000  1.33333333    0.0000000000E+00    0.0000000000E+00
  0.00000000  1.52380952    0.0000000000E+00    0.0000000000E+00
  0.00000000  1.71428571    0.0000000000E+00    0.0000000000E+00
  0.00000000  1.90476190    0.0000000000E+00    0.0000000000E+00
  0.00000000  2.09523810    0.0000000000E+00    0.0000000000E+00
  0.00000000  2.28571429    0.0000000000E+00    0.0000000000E+00
  0.00000000  2.47619048    0.0000000000E+00    0.0000000000E+00
  0.00000000  2.66666667    0.0000000000E+00    0.0000000000E+00
  0.00000000  2.85714286    0.0000000000E+00    0.0000000000E+00
  0.00000000  3.04761905    0.0000000000E+00    0.0000000000E+00
  0.00000000  3.23809524    0.0000000000E+00    0.0000000000E+00
  0.00000000  3.42857143    0.0000000000E+00    0.0000000000E+00
  0.00000000  3.61904762    0.0000000000E+00    0.0000000000E+00
  0.00000000  3.80952381    0.0000000000E+00    0.0000000000E+00
  0.00000000  4.00000000    0.0000000000E+00    0.0000000000E+00
  0.00000000  4.19047619    0.0000000000E+00    0.0000000000E+00
  0.00000000  4.38095238    0.0000000000E+00    0.0000000000E+00
  0.00000000  4.57142857    0.0000000000E+00    0.0000000000E+00
  0.00000000  4.76190476    0.0000000000E+00    0.0000000000E+00
  0.00000000  4.95238095    0.0000000000E+00    0.0000000000E+00
  0.00000000  5.14285714    0.0000000000E+00    0.0000000000E+00
  0.00000000  5.33333333    0.0000000000E+00    0.0000000000E+00
  0.00000000  5.52380952    0.0000000000E+00    0.0000000000E+00
  0.00000000  5.71428571    0.0000000000E+00    0.0000000000E+00
  0.00000000  5.90476190    0.0000000000E+00    0.0000000000E+00
  0.00000000  6.09523810    0.0000000000E+00    0.0000000000E+00
  0.00000000  6.28571429    0.0000000000E+00    0.0000000000E+00
  0.00000000  6.47619048    0.0000000000E+00    0.0000000000E+00
  0.00000000  6.66666667    0.0000000000E+00    0.0000000000E+00
  0.00000000  6.85714286    0.0000000000E+00    0.0000000000E+00
  0.00000000  7.04761905    0.0000000000E+00    0.0000000000E+00
  0.00000000  7.23809524    0.0000000000E+00    0.0000000000E+00
  0.00000000  7.42857143    0.0000000000E+00    0.0000000000E+00
  0.00000000  7.61904762    0.0000000000E+00    0.0000000000E+00
  0.00000000  7.80952381    0.0000000000E+00    0.0000000000E+00
  0.00000000  8.00000000    0.0000000000E+00    0.0000000000E+00
  0.00000000  8.19047619    0.0000000000E+00    0.0000000000E+00
  0.00000000  8.38095238    0.0000000000E+00    0.0000000000E+00
  0.00000000  8.57142857    0.0000000000E+00    0.0000000000E+00
  0.00000000  8.76190476    0.0000000000E+00    0.0000000000E+00
  0.00000000  8.95238095    0.0000000000E+00    0.0000000000E+00
  0.00000000  9.14285714    0.0000000000E+00    0.0000000000E+00
  0.00000000  9.33333333    0.0000000000E+00    0.0000000000E+00
  0.00000000  9.52380952    0.0000000000E+00    0.0000000000E+00
  0.00000000  9.71428571    0.0000000000E+00    0.0000000000E+00
  0.00000000  9.90476190    0.0000000000E+00    0.0000000000E+00
  0.00000000 10.09523810    0.0000000000E+00    0.0000000000E+00
  0.00000000 10.28571429    0.0000000000E+00    0.0000000000E+00
  0.00000000 10.47619048    0.0000000000E+00    0.0000000000E+00
  0.00000000 10.66666667    0.0000000000E+00    0.0000000000E+00
  0.00000000 10.85714286    0.0000000000E+00    0.0000000000E+00
  0.00000000 11.04761905    0.0000000000E+00    0.0000000000E+00
  0.00000000 11.23809524    0.0000000000E+00    0.0000000000E+00
  0.00000000 11.42857143    0.0000000000E+00    0.0000000000E+00
  0.00000000 11.61904762    0.0000000000E+00    0.0000000000E+00
  0.00000000 11.80952381    0.0000000000E+00    0.0000000000E+00
  0.00000000 12.00000000    0.0000000000E+00    0.0000000000E+00
  0.09448819  0.00000000    0.0000000000E+00    0.0000000000E+00
  0.09448819  0.19047619    0.0000000000E+00    0.0000000000E+00
  0.09448819  0.38095238    0.0000000000E+00    0.0000000000E+00
  0.09448819  0.57142857    0.0000000000E+00    0.0000000000E+00
  0.09448819  0.76190476    0.0000000000E+00    0.0000000000E+00
  0.09448819  0.95238095    0.0000000000E+00    0.0000000000E+00
  0.09448819  1.14285714    0.0000000000E+00    0.0000000000E+00
  0.09448819  1.33333333    0.0000000000E+00    0.0000000000E+00
  0.09448819  1.52380952    0.0000000000E+00    0.0000000000E+00
  0.09448819  1.71428571    0.0000000000E+00    0.0000000000E+00
  0.09448819  1.90476190    0.0000000000E+00    0.0000000000E+00
  0.09448819  2.09523810    0.0000000000E+00    0.0000000000E+00
  0.09448819  2.28571429    0.0000000000E+00    0.0000000000E+00
  0.09448819  2.47619048    0.0000000000E+00    0.0000000000E+00
  0.09448819  2.66666667    0.0000000000E+00    0.0000000000E+00
  0.09448819  2.85714286    0.0000000000E+00    0.0000000000E+00
  0.09448819  3.04761905    0.0000000000E+00    0.0000000000E+00
  0.09448819  3.23809524    0.0000000000E+00    0.0000000000E+00
  0.09448819  3.42857143    0.0000000000E+00    0.0000000000E+00
  0.09448819  3.61904762    0.0000000000E+00    0.0000000000E+00
  0.09448819  3.80952381    0.0000000000E+00    0.0000000000E+00
  0.09448819  4.00000000    0.0000000000E+00    0.0000000000E+00
  0.09448819  4.19047619    0.0000000000E+00    0.0000000000E+00
  0.09448819  4.38095238    0.0000000000E+00    0.0000000000E+00
  0.09448819  4.57142857    0.0000000000E+00    0.0000000000E+00
  0.09448819  4.76190476    0.0000000000E+00    0.0000000000E+00
  0.09448819  4.95238095    0.0000000000E+00    0.0000000000E+00
  0.09448819  5.14285714    0.0000000000E+00    0.0000000000E+00
  0.09448819  5.33333333    0.0000000000E+00    0.0000000000E+00
  0.09448819  5.52380952    0.0000000000E+00    0.0000000000E+00
  0.09448819  5.71428571    0.0000000000E+00    0.0000000000E+00
  0.09448819  5.90476190    0.0000000000E+00    0.0000000000E+00
  0.09448819  6.09523810    0.0000000000E+00    0.0000000000E+00
  0.09448819  6.28571429    0.0000000000E+00    0.0000000000E+00
  0.09448819  6.47619048    0.0000000000E+00    0.0000000000E+00
  0.09448819  6.66666667    0.0000000000E+00    0.0000000000E+00
  0.09448819  6.85714286    0.0000000000E+00    0.0000000000E+00
  0.09448819  7.04761905    0.0000000000E+00    0.0000000000E+00
  0.09448819  7.23809524    0.0000000000E+00    0.0000000000E+00
  0.09448819  7.42857143    0.0000000000E+00    0.0000000000E+00
  0.09448819  7.61904762    0.0000000000E+00    0.0000000000E+00
  0.09448819  7.80952381    0.0000000000E+00    0.0000000000E+00
  0.09448819  8.00000000    0.0000000000E+00    0.0000000000E+00
  0.09448819  8.19047619    0.0000000000E+00    0.0000000000E+00
  0.09448819  8.38095238    0.0000000000E+00    0.0000000000E+00
  0.09448819  8.57142857    0.0000000000E+00    0.0000000000E+00
  0.09448819  8.76190476    0.0000000000E+00    0.0000000000E+00
  0.09448819  8.95238095    0.0000000000E+00    0.0000000000E+00
  0.09448819  9.14285714    0.0000000000E+00    0.0000000000E+00
  0.09448819  9.33333333    0.0000000000E+00    0.0000000000E+00
  0.09448819  9.52380952    0.0000000000E+00    0.0000000000E+00
  0.09448819  9.71428571    0.0000000000E+00    0.0000000000E+00
  0.09448819  9.90476190    0.0000000000E+00    0.0000000000E+00
  0.09448819 10.09523810    0.0000000000E+00    0.0000000000E+00
  0.09448819 10.28571429    0.0000000000E+00    0.0000000000E+00
  0.09448819 10.47619048    0.0000000000E+00    0.0000000000E+00
  0.09448819 10.66666667    0.0000000000E+00    0.0000000000E+00
  0.09448819 10.85714286    0.0000000000E+00    0.0000000000E+00
  0.09448819 11.04761905    0.0000000000E+00    0.0000000000E+00
  0.09448819 11.23809524    0.0000000000E+00    0.0000000000E+00
  0.09448819 11.42857143    0.0000000000E+00    0.0000000000E+00
  0.09448819 11.61904762    0.0000000000E+00    0.0000000000E+00
  0.09448819 11.80952381    0.0000000000E+00    0.0000000000E+00
  0.09448819 12.00000000    0.0000000000E+00    0.0000000000E+00
  0.18897638  0.00000000    0.0000000000E+00    0.0000000000E+00
  0.18897638  0.19047619    0.0000000000E+00    0.0000000000E+00
  0.18897638  0.38095238    0.0000000000E+00    0.0000000000E+00
  0.18897638  0.57142857    0.0000000000E+00    0.0000000000E+00
  0.18897638  0.76190476    0.0000000000E+00    0.0000000000E+00
  0.18897638  0.95238095    0.0000000000E+00    0.0000000000E+00
  0.18897638  1.14285714    0.0000000000E+00    0.0000000000E+00
  0.18897638  1.33333333    0.0000000000E+00    0.0000000000E+00
  0.18897638  1.52380952    0.0000000000E+00    0.0000000000E+00
